word,percent_known,freq,trial_order,rt,accuracy
pastoral,98.46154,5.302617,72,1247,1.0
andorra,86.40483384,5.302617,50,680,1.0
consonancia,96.4664311,5.302617,80,178,1.0
pasajero,99.81025,5.299368,50,1086,1.0
guardado,99.06542056,5.296119,45,810,1.0
mole,93.57798,5.296119,87,817,0.0
negociado,98.69281,5.29287,72,602,1.0
sudamericana,98.93617,5.289621,27,1317,1.0
soja,89.74359,5.286371,95,784,1.0
orgánico,99.3311,5.2831220000000005,50,2219,1.0
transferir,99.65636,5.2831220000000005,10,1264,1.0
simetría,98.52071,5.279873,68,645,1.0
anécdota,98.07692308,5.279873,39,745,1.0
carlota,86.14864865,5.279873,13,1053,1.0
incansable,99.66101695,5.279873,55,697,1.0
derribar,97.56097561,5.279873,25,534,1.0
filtro,99.31740614,5.276624,86,769,1.0
refugiado,99.79675,5.276624,73,705,1.0
atardecer,99.30555556,5.276624,2,1107,1.0
severidad,97.51381,5.273375,67,610,1.0
meca,89.79592,5.273375,96,713,1.0
campanario,98.56630824,5.273375,72,738,1.0
marginal,98.45201,5.273375,24,690,1.0
bol,70.58823529,5.273375,80,924,1.0
erradicar,98.55491329,5.270126,86,1216,1.0
terciopelo,98.3871,5.270126,61,712,1.0
filología,88.70431894,5.270126,78,699,1.0
fúnebre,98.65319865,5.266877,32,561,1.0
cañada,96.2406015,5.266877,37,748,1.0
incompatible,100.0,5.263627,62,1081,1.0
gimnasio,98.36065574,5.263627,88,757,1.0
espesor,97.77070064,5.260378,58,1071,1.0
simbolismo,99.05363,5.260378,56,843,1.0
envuelta,98.59649123,5.257129,25,969,1.0
navegar,99.67427,5.257129,68,742,1.0
fichaje,98.32402235,5.257129,40,649,1.0
devuelto,97.41935484,5.257129,47,1589,1.0
desgaste,99.02912621,5.257129,81,1190,1.0
venerable,97.6378,5.2538800000000005,86,664,1.0
tallo,98.41772,5.2538800000000005,53,619,1.0
sucre,62.06896999999999,5.2506309999999985,99,4316,0.0
calado,95.57823129,5.2506309999999985,46,1042,1.0
obispado,93.9759,5.247382,81,772,1.0
lingüístico,99.55555556,5.244132,87,754,1.0
prelado,62.16216,5.244132,58,922,1.0
sorteo,99.37695,5.237634,53,940,1.0
audacia,96.16724739,5.234385,50,849,1.0
invencible,99.3987976,5.234385,90,689,1.0
recreación,99.2674,5.234385,90,1223,1.0
justiprecio,42.94670846,5.234385,30,1290,0.0
alejar,99.66555184,5.231136,96,680,1.0
inherente,96.23287671,5.231136,47,904,1.0
tender,96.337,5.231136,64,749,1.0
mico,80.20478,5.227887,39,990,1.0
interrumpir,99.05956113,5.227887,64,676,1.0
soberana,99.27536,5.224638,77,732,1.0
nodo,80.16194,5.224638,76,672,1.0
instructor,100.0,5.221388,66,791,1.0
imprimir,98.72204473,5.218139,53,1118,1.0
retaguardia,97.83951,5.2148900000000005,30,2454,1.0
consolidado,98.20224719,5.211641,42,298,0.0
burgués,98.41269841,5.211641,48,1018,1.0
largometraje,97.97979798,5.211641,49,1172,1.0
emancipación,96.81978799,5.211641,57,1331,1.0
numeroso,98.63481,5.208392,61,861,1.0
nervio,99.27536,5.208392,67,812,1.0
guisa,85.50724638,5.208392,6,922,1.0
coordinada,97.73462783,5.208392,28,5014,1.0
trago,99.36909,5.208392,61,742,1.0
comunal,97.6744186,5.205143,81,887,1.0
patriotismo,99.3266,5.201893,97,808,1.0
geología,99.59839357,5.201893,74,807,1.0
júbilo,97.30538922,5.201893,47,789,1.0
corbata,98.98648649,5.201893,36,891,1.0
clarín,91.89189189,5.201893,33,840,1.0
examinando,99.6763754,5.198644,30,859,1.0
nomenclatura,96.85535,5.195395,76,726,1.0
fosa,96.79487179,5.195395,3,814,1.0
sudamericano,98.66667,5.195395,66,1546,1.0
pronóstico,98.92086,5.192146,93,698,1.0
cuerno,99.62406015,5.192146,16,643,1.0
sótano,98.78049,5.192146,32,866,1.0
cartón,99.00990099,5.192146,45,231,0.0
londinense,94.64668094,5.192146,30,974,1.0
contención,97.20496894,5.192146,42,1467,1.0
malicia,97.90940767,5.188897,12,1029,1.0
anotar,98.80597015,5.188897,79,582,0.0
anulación,97.46376812,5.188897,63,469,1.0
expectativa,99.3902439,5.188897,81,1051,1.0
subvención,91.78082,5.1856480000000005,57,931,1.0
lodo,98.10725552,5.1856480000000005,31,735,1.0
deportista,99.47460595,5.182399,55,602,1.0
puntual,99.38272,5.182399,12,685,1.0
sabana,97.78481,5.182399,70,4711,1.0
yugoslavo,94.71947,5.179149,87,991,1.0
calmar,98.90510949,5.1759,96,806,1.0
ajo,99.28057554,5.1759,26,588,1.0
diabetes,99.07407407,5.1759,22,821,1.0
aplauso,99.10179641,5.1759,33,1714,1.0
alcoba,98.14241486,5.172651,35,855,1.0
acelerado,99.58246347,5.169402,57,1258,1.0
destitución,99.30795848,5.169402,89,860,1.0
abarcar,98.50746269,5.166153,68,819,1.0
pívot,74.45483,5.166153,82,850,1.0
nieta,99.10714,5.166153,50,527,1.0
penetrante,99.3808,5.166153,2,918,1.0
expensas,95.97069597,5.159654,41,647,1.0
judaísmo,97.64011799,5.159654,83,696,1.0
aplazar,98.20895522,5.159654,29,1242,1.0
inestable,99.36102236,5.156405,0,2227,1.0
predecir,98.4,5.156405,68,598,1.0
aplazamiento,97.67891683,5.156405,32,1129,1.0
entrenar,99.17127072,5.156405,65,832,1.0
frescura,98.50746269,5.153156,62,621,1.0
anochecer,99.43181818,5.149907,9,746,1.0
pórtico,94.92754,5.149907,29,1263,1.0
guiar,98.94736842,5.146658,15,619,1.0
hindú,97.97794118,5.146658,97,754,1.0
naturalidad,99.08815,5.14016,94,711,1.0
cortometraje,99.21568627,5.1369099999999985,28,731,1.0
califa,86.11111111,5.133661,23,818,1.0
encomienda,98.37662338,5.127163,37,902,1.0
caserío,97.26443769,5.123914,80,732,1.0
cuaderno,99.66666667,5.120665,57,616,1.0
destinar,99.15492958,5.117415,61,521,1.0
lapso,94.1580756,5.110917,8,1881,1.0
saliente,98.22485,5.107668,59,609,1.0
éxodo,96.5034965,5.107668,0,122896,1.0
simpático,99.60317,5.107668,63,651,1.0
pedagogía,99.631,5.107668,5,772,1.0
gentil,98.28897338,5.10117,19,952,1.0
idiota,99.375,5.10117,43,690,1.0
aeronave,94.88817891,5.10117,18,1961,1.0
implementar,98.0,5.097921,26,612,1.0
faceta,98.11320755,5.094671,20,562,1.0
ciudadela,95.22058824,5.094671,77,578,1.0
sondeo,97.34513,5.094671,99,697,1.0
sinopsis,98.6014,5.0914220000000014,26,2714,1.0
nulo,98.10127,5.0914220000000014,11,663,1.0
conformar,99.36102236,5.0914220000000014,52,1201,1.0
supremacía,97.04918,5.0914220000000014,2,2134,1.0
recreo,99.33555,5.0914220000000014,12,1141,1.0
box,59.60912052,5.088173,63,979,0.0
tristemente,99.36909,5.084924,62,1661,1.0
consorte,88.98678414,5.084924,60,672,1.0
avellaneda,87.78877888,5.084924,38,1524,0.0
adicción,99.03846154,5.081675,31,827,1.0
relleno,100.0,5.081675,58,481,1.0
largamente,98.65319865,5.081675,58,994,1.0
exterminio,98.61111111,5.081675,73,1105,1.0
retrasar,98.82353,5.078426,12,721,1.0
consagración,98.7460815,5.078426,92,1123,1.0
pirineo,92.66055,5.075177,3,770,1.0
mango,99.25926,5.071927,75,733,1.0
aduana,97.53846154,5.071927,48,9543,1.0
inaugural,94.13489736,5.068678,39,788,1.0
tapia,95.25547,5.068678,8,589,1.0
dehesa,64.19354839,5.068678,19,1110,1.0
fiera,98.21428571,5.068678,94,857,1.0
lámina,99.3220339,5.0621800000000015,60,635,1.0
infernal,97.68115942,5.0621800000000015,37,744,1.0
misil,96.07143,5.0589309999999985,47,529,1.0
deprisa,94.0,5.0589309999999985,86,1297,1.0
rascacielos,99.44444,5.055682,59,618,1.0
alentar,99.31271478,5.055682,27,1291,1.0
feudo,92.02453988,5.055682,67,589,1.0
seguidamente,97.68977,5.055682,57,784,1.0
triunfante,99.375,5.055682,7,993,1.0
rebeldía,99.0228,5.055682,30,728,1.0
recipiente,99.40239,5.052432,92,1102,1.0
similitud,98.80597,5.052432,68,637,1.0
absorber,96.97885196,5.052432,9,1560,1.0
agilidad,99.35483871,5.052432,44,688,1.0
mantequilla,99.71014,5.052432,29,577,1.0
portador,99.28058,5.049183,67,677,1.0
beneplácito,89.03225806,5.049183,63,768,1.0
monja,99.08815,5.045934,48,854,1.0
cráter,98.10725552,5.045934,96,758,1.0
apuntar,100.0,5.045934,12,773,1.0
recomendable,98.93617,5.045934,60,987,1.0
insignia,98.03921569,5.045934,91,7321,1.0
mentir,99.70149,5.042685,97,656,1.0
evolutivo,99.35064935,5.042685,6,730,1.0
proclamar,98.32776,5.039436,22,1021,1.0
rosado,99.39148,5.039436,58,661,1.0
madero,97.22222222,5.036187,99,612,1.0
delicadeza,97.2392638,5.032938,49,914,1.0
uruguaya,97.24138,5.029688,44,765,1.0
vulnerable,99.27536,5.026439,14,767,1.0
diecinueve,97.5975976,5.0231900000000005,78,706,1.0
sobrenatural,99.11765,5.0231900000000005,59,675,1.0
aptitud,98.47560976,5.0231900000000005,40,1131,1.0
simultánea,98.56734,5.016692,88,1589,1.0
rebaño,100.0,5.016692,0,2244,1.0
tirada,98.64603,5.013443,36,1096,1.0
transitorio,98.32402,5.010193,34,700,1.0
utopía,96.9697,5.010193,49,983,1.0
soltar,99.60159,5.010193,89,905,1.0
cápsula,99.62546816,5.006944,18,924,1.0
adelanto,98.80597015,5.006944,72,884,1.0
radiante,98.94737,5.006944,72,867,1.0
arbitraje,98.3974359,5.003695,45,735,1.0
carruaje,98.5380117,5.000446,59,2218,1.0
recuento,98.63946,5.000446,74,649,1.0
dudoso,99.20948617,5.000446,52,649,1.0
erróneamente,98.62542955,5.000446,51,901,1.0
mauro,57.77027,4.997197,79,1172,1.0
etarra,72.24334601,4.997197,27,622,1.0
gorra,99.35483871,4.997197,22,931,1.0
peaje,97.411,4.9939480000000005,35,735,1.0
busto,98.67109635,4.9939480000000005,91,700,1.0
temblar,100.0,4.9939480000000005,75,514,1.0
hechizo,98.69888476,4.9939480000000005,58,731,1.0
humillación,99.05660377,4.990699,47,630,1.0
ojeada,97.05882,4.990699,9,1281,1.0
conjunción,99.00662252,4.990699,94,651,1.0
forastero,98.96907216,4.990699,33,795,1.0
sembrar,98.99329,4.990699,10,872,1.0
sastre,99.4709,4.990699,10,765,1.0
requerir,98.91599,4.990699,2,817,1.0
porta,79.72973,4.990699,92,573,1.0
exiliado,97.68976898,4.987449,71,811,1.0
retención,99.13545,4.9842,18,854,1.0
amabilidad,99.63235294,4.9842,44,670,1.0
ascensor,99.05956113,4.9842,32,846,1.0
impecable,99.33774834,4.9842,66,805,1.0
huido,88.29113924,4.980951,85,2299,1.0
acera,98.96551724,4.980951,35,662,1.0
maestre,88.08777429,4.980951,60,624,1.0
levemente,98.71794872,4.980951,11,623,1.0
delicioso,98.84169884,4.980951,86,606,1.0
villano,99.36975,4.980951,41,770,1.0
páramo,93.92857,4.977702,65,840,1.0
carcajada,98.96480331,4.977702,4,676,1.0
psiquiatra,98.98374,4.974453,21,642,1.0
pene,98.95833,4.974453,55,1035,1.0
pensador,99.41406,4.974453,78,619,1.0
despierto,99.32432432,4.971204,98,741,1.0
contracción,99.03536977,4.971204,63,1007,1.0
siembra,98.9726,4.967954,62,1059,1.0
fermentación,99.63369963,4.967954,47,667,1.0
ultramar,94.92754,4.964705,45,754,1.0
exigente,98.94921191,4.961456,87,690,1.0
choza,97.12460064,4.961456,5,1132,1.0
tiranía,97.47292,4.958207,74,630,1.0
talante,89.54704,4.958207,24,752,1.0
terminación,97.35099,4.954958,9,1582,1.0
recomendado,99.68454,4.954958,89,527,1.0
equipaje,99.67741935,4.951708999999999,9,788,1.0
santísimo,98.41828,4.951708999999999,44,1894,1.0
apelar,98.95833333,4.951708999999999,2,1307,1.0
necesitado,99.17012,4.951708999999999,60,615,1.0
semen,97.95396,4.94846,2,745,1.0
comprometer,99.00990099,4.94846,70,890,1.0
montés,93.66853,4.94846,17,2448,0.0
consulado,98.86363636,4.9452099999999986,53,827,1.0
inundación,97.62711864,4.9452099999999986,73,731,1.0
pacificación,97.23926,4.9452099999999986,40,1235,1.0
exención,79.66101695,4.941961,96,969,1.0
invento,99.10447761,4.941961,43,755,1.0
reanudación,96.93252,4.941961,49,512,1.0
mezclar,99.25651,4.941961,38,562,1.0
disimular,98.46153846,4.941961,61,615,1.0
buitre,98.52941176,4.9387120000000015,15,1119,1.0
emigrar,99.37304075,4.9387120000000015,2,843,1.0
estético,99.26605505,4.935463,66,699,1.0
ímpetu,97.10982659,4.935463,48,674,1.0
comitiva,96.66666667,4.935463,71,813,1.0
culpabilidad,99.41348974,4.935463,72,554,1.0
manzano,99.32432,4.932214,79,725,1.0
dinamismo,97.62611276,4.932214,50,738,1.0
exhaustivo,98.53479853,4.925715,36,603,1.0
ofrenda,99.66443,4.925715,36,1142,1.0
ración,95.50562,4.925715,33,865,1.0
descartar,98.73817035,4.922466,58,659,1.0
hoyo,93.73040752,4.922466,7,1336,1.0
rezar,99.31741,4.922466,6,623,1.0
impaciente,98.7012987,4.922466,6,811,1.0
capón,81.09890109999998,4.919217,13,1141,1.0
quechua,80.83624,4.919217,21,1890,1.0
arrastrado,98.7206823,4.919217,45,970,1.0
manipular,99.7191,4.915968,11,755,1.0
maternidad,99.31507,4.915968,79,755,1.0
acepto,99.0228013,4.912719,15,577,1.0
cápita,78.62903226,4.912719,87,1940,1.0
gallardo,93.68191721,4.912719,61,611,1.0
olivo,100.0,4.912719,1,537,1.0
dual,96.50485437,4.90947,13,869,1.0
inexplicable,98.4375,4.90947,89,532,1.0
pisa,91.08911,4.906221,24,879,1.0
natalidad,97.8022,4.906221,25,1275,1.0
sevillano,96.46365,4.906221,84,805,1.0
popa,93.73777,4.906221,79,841,1.0
mantenida,98.77301,4.906221,22,1200,1.0
flanco,84.46969697,4.902971,87,746,1.0
galo,89.73799127,4.899722,97,584,1.0
objetividad,98.63014,4.896473,44,1004,1.0
padrón,92.85714,4.896473,69,1181,1.0
paisano,98.68914,4.896473,89,851,1.0
ordenanza,97.95918,4.896473,69,942,1.0
desgraciada,99.70930233,4.896473,57,2390,1.0
patrono,90.03322,4.896473,29,769,1.0
libreto,98.3277592,4.883476,82,891,1.0
gracioso,100.0,4.883476,28,612,1.0
mudanza,99.27273,4.883476,19,1307,1.0
progresión,99.36508,4.883476,96,712,1.0
picado,99.78214,4.880227,5,1377,1.0
herir,97.86585366,4.880227,66,4869,0.0
apropiación,98.69791667,4.880227,67,1037,1.0
activista,98.28571429,4.880227,27,1736,1.0
tolerar,97.22222,4.880227,48,649,1.0
médula,98.92857,4.880227,49,793,1.0
factible,99.00332226,4.876978,93,581,1.0
materialismo,98.68852,4.876978,69,897,1.0
auditor,98.68421053,4.876978,64,706,1.0
cavidad,96.96969697,4.873729,79,1108,1.0
honestidad,100.0,4.873729,23,934,1.0
aeronáutica,98.92473118,4.873729,37,1009,1.0
arrastrar,99.6875,4.873729,31,679,1.0
logística,99.10447761,4.8704800000000015,90,586,1.0
solidez,98.37134,4.8704800000000015,84,805,1.0
astro,97.84615385,4.863982,92,1109,1.0
eclipse,99.3485342,4.863982,60,753,1.0
encantadora,99.66442953,4.863982,92,613,1.0
editora,98.80952381,4.860732,66,1049,1.0
reverencia,98.50746,4.860732,32,1255,1.0
calla,97.70491803,4.860732,55,742,1.0
venado,98.19495,4.857483,19,1704,1.0
ballena,99.40828402,4.854234,52,706,1.0
profecía,98.08917,4.850985,6,1379,1.0
veracidad,97.62712,4.850985,25,884,1.0
cortejo,99.34210526,4.847736,94,650,1.0
bis,90.41916168,4.844487,5,2096,1.0
frialdad,97.88732394,4.844487,47,643,1.0
carranza,80.80495356,4.841238,96,2002,1.0
demandante,99.09090909,4.841238,45,603,1.0
arrogancia,99.67845659,4.837988,29,744,1.0
artesanal,99.6742671,4.837988,0,1486,1.0
historieta,97.72727273,4.834739,22,3270,1.0
privilegiado,99.0099,4.834739,26,3460,1.0
acrónimo,91.49659864,4.834739,15,861,1.0
fraternidad,99.04761905,4.8314900000000005,57,596,1.0
culminación,98.3974359,4.828241,35,4069,1.0
mediador,99.12023,4.828241,64,1173,1.0
cómplice,98.73417722,4.824992,94,1553,1.0
presenciar,99.32886,4.824992,84,531,1.0
licor,100.0,4.824992,0,806,1.0
distorsión,98.8700565,4.824992,69,902,1.0
siervo,95.9596,4.821743,57,744,1.0
plantar,99.63636,4.821743,97,625,1.0
casual,98.71559633,4.821743,69,1093,1.0
corresponsal,98.21782178,4.818493,44,1263,1.0
jurista,94.92481203,4.815244,63,733,1.0
dina,40.54054054,4.815244,85,1015,1.0
agotamiento,100.0,4.811995,21,768,1.0
bandada,94.49838188,4.811995,98,1110,1.0
trazar,98.017,4.811995,91,751,1.0
trabajadora,99.69231,4.811995,64,1492,1.0
defendida,99.72222222,4.811995,74,1299,1.0
trillo,75.60240999999998,4.811995,63,1909,1.0
mentalmente,100.0,4.811995,77,1596,1.0
escopeta,99.00332226,4.808746,67,84,0.0
vampiro,99.33555,4.808746,73,839,1.0
encendida,99.32659933,4.808746,13,770,1.0
pornografía,100.0,4.805497,37,1004,1.0
supervisar,99.69605,4.805497,99,559,1.0
inadmisible,96.45390071,4.805497,92,783,1.0
temblor,99.66555,4.8022480000000005,24,550,1.0
vestimenta,99.09639,4.798999,82,70,0.0
progresar,98.4127,4.798999,11,609,1.0
penoso,100.0,4.798999,72,701,1.0
vistazo,98.75389,4.795749,52,681,1.0
molestia,98.74214,4.7925,1,1573,1.0
edificar,98.6970684,4.7925,35,851,1.0
mejoramiento,93.48534,4.7925,17,2157,0.0
balear,89.19925512,4.7925,66,1935,1.0
contable,99.65986395,4.789251,88,1592,1.0
invitada,98.828125,4.786002,44,800,1.0
diagonal,99.62049336,4.786002,91,560,1.0
conmoción,97.76357827,4.786002,74,1086,1.0
abate,64.18439716,4.782753,85,1176,0.0
facturación,99.64788732,4.782753,25,594,1.0
cole,73.48993289,4.779504,50,2921,0.0
escribano,91.16607774,4.779504,2,1327,0.0
finito,97.69736842,4.779504,35,903,1.0
vivamente,98.59155,4.779504,27,642,1.0
ensueño,98.02867384,4.776254,11,778,1.0
hospitalidad,100.0,4.776254,70,18,1.0
sabina,84.24436999999998,4.776254,77,957,1.0
gremio,98.22485207,4.776254,53,2816,1.0
ovación,97.53521,4.776254,28,1444,1.0
negligencia,99.36306,4.776254,73,1066,1.0
regadío,90.28926,4.773005,89,694,1.0
regencia,85.25896,4.773005,66,808,1.0
olla,97.98903,4.773005,63,1188,1.0
decorado,99.37106918,4.769756,84,925,1.0
baila,99.64788732,4.766507,18,683,1.0
exponente,99.61165049,4.766507,31,676,1.0
adjetivo,99.4011976,4.766507,62,642,1.0
óxido,99.375,4.763258,66,681,1.0
turba,91.07143,4.763258,86,2381,1.0
decena,98.45201238,4.763258,65,785,1.0
pereza,99.06832,4.763258,16,530,1.0
manantial,99.13793,4.75676,24,1010,1.0
inexistente,99.30313589,4.75676,80,837,1.0
bienal,77.38970588,4.75676,49,736,1.0
lira,94.35215947,4.75676,95,793,1.0
protectora,98.50187,4.75676,82,820,1.0
pradera,98.85932,4.75351,4,798,1.0
convincente,98.92857143,4.75351,93,1327,1.0
militancia,96.48562,4.75351,54,588,1.0
suspenso,99.80237,4.75351,50,709,1.0
fervor,95.66666667,4.75351,66,992,1.0
reseña,98.99329,4.750261,15,734,1.0
logia,83.69565217,4.750261,76,621,1.0
blanqueo,98.03439803,4.750261,20,813,1.0
celia,80.86642599,4.747012000000002,40,5097,1.0
cortada,97.93814433,4.743763,8,1394,1.0
forzosamente,96.34551495,4.743763,60,2247,1.0
sensato,100.0,4.743763,15,1735,1.0
simplicidad,99.3921,4.740514,92,809,1.0
yugo,91.09792,4.740514,64,827,1.0
calefacción,98.13432836,4.740514,97,11710,1.0
albergue,99.09638554,4.737265,57,782,1.0
costar,94.60916442,4.737265,74,877,1.0
desdichado,99.13793103,4.734015,78,1569,1.0
motín,97.62611,4.734015,98,734,1.0
lírico,99.58677686,4.734015,66,654,1.0
criar,99.36908517,4.730766,22,654,1.0
matrícula,100.0,4.730766,97,685,1.0
criminalidad,98.86363636,4.730766,83,675,1.0
molde,99.71751,4.730766,48,940,1.0
románica,96.74556,4.730766,7,1597,1.0
libanés,97.06390328,4.727517,90,717,1.0
quieto,99.69419,4.727517,19,593,1.0
alameda,96.76258993,4.727517,92,916,1.0
apocalipsis,99.66666667,4.724268,57,732,1.0
alejamiento,98.52398524,4.721019,63,1077,1.0
honesto,99.66101695,4.721019,73,628,1.0
educar,99.37888199,4.721019,52,559,1.0
compacto,99.81238274,4.721019,51,613,1.0
car,24.73498233,4.71777,0,39,1.0
asesina,99.65635739,4.71777,62,1046,1.0
ofensivo,99.01961,4.71777,53,714,1.0
facción,91.46757679,4.71777,45,821,1.0
nazismo,95.63953,4.71777,63,879,1.0
elite,88.10408922,4.71777,91,575,1.0
tirón,97.85156,4.714521,55,687,1.0
instar,89.43894389,4.714521,76,930,1.0
cante,90.4109589,4.714521,94,926,1.0
suplente,99.60552,4.714521,43,679,1.0
franquicia,98.75776398,4.711271,52,641,1.0
humanismo,99.3485342,4.708022,84,698,1.0
conformación,94.59459459,4.704773,88,629,1.0
dominicano,99.02912621,4.704773,0,1567,1.0
fisiología,98.50299401,4.701524,63,1318,1.0
planeamiento,93.81107,4.698275,86,669,1.0
agarrar,99.13544669,4.691776,75,831,1.0
juntamente,80.6557377,4.691776,27,1005,1.0
mutación,98.08307,4.691776,72,869,1.0
carecer,98.69281046,4.691776,31,779,1.0
esclava,100.0,4.688527,32,1389,1.0
propicio,99.69512,4.688527,19,1735,1.0
desplazar,99.36507937,4.688527,80,596,1.0
candelaria,97.73462783,4.685278,84,4208,1.0
inverso,98.58657244,4.685278,29,1105,1.0
cantautor,95.81749049,4.682029,28,664,1.0
estupidez,98.56630824,4.6787800000000015,28,628,1.0
mandíbula,99.34211,4.6787800000000015,79,974,1.0
intriga,99.35064935,4.6787800000000015,54,720,1.0
agricultor,99.42363112,4.6755309999999985,24,704,1.0
racista,98.8024,4.6755309999999985,40,787,1.0
torpeza,100.0,4.672282,67,916,1.0
merino,70.282,4.672282,31,843,1.0
recobrar,98.25784,4.672282,28,707,1.0
textura,99.6337,4.672282,11,780,1.0
gavilán,97.85932722,4.672282,48,713,1.0
ulterior,76.01351,4.665783,9,636,0.0
regeneración,99.71182,4.665783,33,696,1.0
bacalao,98.34437086,4.665783,18,731,1.0
manso,97.5089,4.662534,77,668,1.0
cautiverio,98.71794872,4.662534,23,723,1.0
balada,97.61904762,4.662534,72,1117,1.0
cuestionar,99.24528302,4.662534,18,1083,1.0
apéndice,98.7804878,4.659285,74,690,1.0
soñar,99.36102,4.659285,43,802,1.0
dichoso,99.02912621,4.659285,55,1632,1.0
zapata,92.17687,4.659285,88,470,1.0
encina,88.42443730000002,4.659285,53,966,1.0
cheque,100.0,4.656036,24,1370,1.0
encierro,99.35483871,4.656036,35,1051,1.0
artesanía,99.31506849,4.656036,23,733,1.0
vereda,94.87179,4.656036,49,819,1.0
neolítico,96.82875,4.652787,9,633,1.0
eurovisión,89.62264151,4.652787,25,612,1.0
tumulto,95.13678,4.652787,93,1220,1.0
disolver,99.01315789,4.649538,97,625,1.0
inercia,97.95918367,4.649538,15,660,1.0
mirador,99.7992,4.649538,6,462,1.0
consistir,98.74213836,4.646287999999998,68,563,1.0
provocación,98.93617,4.6397900000000005,35,653,1.0
raso,93.74131,4.6397900000000005,96,779,1.0
brevedad,99.0228013,4.6397900000000005,84,645,1.0
flotante,99.34210526,4.6397900000000005,81,612,1.0
tumor,98.99329,4.636541,89,854,1.0
mena,61.84211,4.636541,0,2800,0.0
cocinero,99.62962963,4.636541,53,585,1.0
arrogante,99.62264151,4.636541,51,978,1.0
delfín,99.35275081,4.636541,87,522,1.0
sosa,93.03797,4.633292,82,595,1.0
obesidad,100.0,4.633292,12,572,1.0
relacionar,100.0,4.630043,73,985,1.0
graduación,99.75550122,4.630043,22,1003,1.0
tímido,99.37107,4.626793,85,623,1.0
fénix,96.52996845,4.626793,41,772,1.0
pactar,98.01325,4.623544,34,967,1.0
pascal,90.90909,4.623544,96,1362,0.0
natura,89.77636,4.623544,8,634,1.0
arca,99.66777409,4.620295,34,759,1.0
whisky,95.89905,4.620295,74,860,1.0
orina,99.71671,4.620295,28,494,1.0
batir,98.11320755,4.617046,43,660,1.0
fragata,89.7810219,4.617046,97,1844,1.0
paridad,85.90604,4.617046,74,1158,0.0
erradicación,97.02970297,4.613797,57,847,1.0
finlandés,97.82608696,4.6105480000000005,80,627,1.0
cifrado,98.3974359,4.6105480000000005,47,909,1.0
puta,99.34641,4.6105480000000005,7,1000,1.0
papal,89.70297,4.6105480000000005,49,836,0.0
vocablo,98.40764,4.6105480000000005,3,788,1.0
constructor,99.61832061,4.6072989999999985,73,3504,1.0
igualar,99.31972789,4.6072989999999985,36,1141,1.0
perejil,98.58757,4.6072989999999985,59,671,1.0
generador,99.6007984,4.604049,48,977,1.0
arce,90.50847458,4.6008,63,974,1.0
resignación,98.18182,4.6008,17,871,1.0
cantor,96.13356766,4.6008,2,862,1.0
repugnante,99.0228,4.6008,19,927,1.0
contador,99.35483871,4.6008,45,769,1.0
épica,97.84172662,4.6008,32,684,1.0
escrutinio,91.71270718,4.597551,52,850,1.0
presidir,96.05735,4.597551,97,891,1.0
apagar,100.0,4.597551,9,913,1.0
cúmulo,95.04950495,4.591053,51,457,1.0
potro,97.52322,4.591053,54,854,1.0
disfrute,97.42765273,4.578056,23,2469,1.0
dique,88.16199377,4.578056,45,817,1.0
espiga,98.34983498,4.578056,69,624,1.0
remediar,98.73418,4.578056,10,710,1.0
arana,45.27027027,4.574807,55,158,0.0
amén,99.54648526,4.574807,92,578,1.0
analítica,97.79874214,4.5715580000000005,98,810,1.0
donante,99.38398357,4.56506,40,841,1.0
cigüeña,98.11912226,4.56506,81,700,1.0
balsa,98.16513761,4.56181,57,643,1.0
dimitir,88.37209302,4.56181,44,878,1.0
apagado,99.6763754,4.558561,6,762,1.0
estadístico,98.47094801,4.555312000000002,20,972,1.0
apacible,97.26443769,4.555312000000002,9,923,1.0
monto,89.39394,4.555312000000002,17,1277,0.0
inquisidor,94.11764706,4.555312000000002,29,923,1.0
farsa,96.69966997,4.552063,20,915,1.0
notación,89.85075,4.548814,53,657,1.0
islote,94.53924915,4.548814,26,795,1.0
adecuación,94.17177914,4.548814,58,824,1.0
sátira,96.08434,4.548814,39,716,1.0
apoderado,98.76033058,4.545565,50,1081,1.0
bursátil,90.76923077,4.545565,24,1343,1.0
destructor,99.81718464,4.542315,13,1743,1.0
germen,98.79518072,4.542315,1,841,1.0
cantado,98.10126582,4.542315,67,560,1.0
agresor,99.00990099,4.539066,52,679,1.0
vacilar,98.7055,4.539066,0,1275,1.0
cósmico,99.64157706,4.539066,74,1010,1.0
estéril,99.11190053,4.535817,78,776,1.0
túnica,99.01961,4.532568,6,954,1.0
anarquía,98.16513761,4.532568,22,791,1.0
reprimir,98.60627,4.529319,44,612,1.0
vitalicio,96.90522,4.529319,97,613,1.0
delimitación,98.58657244,4.529319,96,639,1.0
exportar,99.66216216,4.529319,26,635,1.0
legislar,99.10979228,4.52607,42,986,1.0
cachemira,73.86363636,4.52607,60,803,1.0
torna,79.84791,4.52607,15,2885,0.0
edicto,78.30508475,4.52607,42,2871,0.0
vecindario,99.39024,4.52607,38,742,1.0
ecosistema,98.79518072,4.52607,45,819,1.0
solemnidad,96.41694,4.522821,45,1628,1.0
cédula,89.53488372,4.522821,64,1226,1.0
honorario,99.61685824,4.519571,41,959,1.0
ramal,92.66862,4.519571,88,853,1.0
